chr	start.x	end.x	X	start.y	end.y
chr6	34370355	34370854	35519	34359605	34377937
chr9	128396976	128397475	42451	128396755	128397817
chr11	28085171	28085670	7205	28085570	28085765
chr7	30224589	30225088	37785	30222321	30228253
chr8	28347411	28347910	39716	28347044	28349309
chr9	33283389	33283888	41295	33282633	33284606
chr3	177429021	177429520	30178	177428864	177429649
chr3	37957107	37957606	28548	37955098	37958304
chr3	46297981	46298480	28722	46296517	46302746
chr1	232600249	232600748	4120	232574670	232601615
chr12	124551561	124552060	11246	124548300	124552717
chr12	7970569	7971068	9213	7970094	7971509
chr8	41928540	41929039	39919	41928068	41931526
chr22	29369337	29369836	27416	29367713	29373870
chr12	108822393	108822892	10812	108816003	108830326
chr4	123553232	123553731	31927	123552678	123557398
chr3	109059199	109059698	29329	109058103	109061454
chr12	49665293	49665792	9874	49644262	49678956
chr2	203880489	203880988	24663	203880304	203881427
chr11	8827138	8827637	6996	8826576	8830870
chr9	113994104	113994603	42111	113990940	113996598
chr4	98939728	98940227	31766	98939571	98939852
chr19	34134278	34134777	21088	34133892	34135045
chr2	177174390	177174889	24375	177174050	177175394
chr3	1346283	1346782	28075	1346066	1347026
chr19	7545263	7545762	20415	7542218	7547026
chr1	174008971	174009470	3104	174008283	174009639
chrX	65694790	65695289	43467	65693994	65702003
chr13	29954302	29954801	11524	29953593	29955533
chr17	83200344	83200843	19156	83198616	83201396
chr16	68279783	68280282	16327	68279186	68288834
chr15	75699460	75699959	14795	75699816	75700756
chr10	89255785	89256284	6061	89255259	89256883
chr3	139434630	139435129	29793	139434426	139435530
chr15	82774480	82774979	14931	82774801	82775017
chr14	91323527	91324026	13496	91323818	91324414
chr11	46670960	46671459	7388	46670339	46672943
chr10	102727396	102727895	6399	102725042	102729781
chr1	36366229	36366728	1054	36364254	36366834
chr2	47179264	47179763	22632	47179245	47179702
chr6	34315680	34316179	35505	34309759	34326689
chr4	113837414	113837913	31863	113836819	113838831
chr22	46027158	46027657	27961	46026952	46028031
chr5	87243462	87243961	33278	87243234	87244802
chr11	114258652	114259151	8605	114258342	114259783
chr4	37430857	37431356	31082	37430660	37431827
chr14	31090698	31091197	12593	31090007	31090808
chr8	29065556	29066055	39738	29064949	29066149
chr2	64261660	64262159	22844	64257545	64268676
chr13	75505240	75505739	11967	75505009	75506166
chr7	73601682	73602181	38213	73599144	73604044
chrX	15804391	15804890	42994	15804277	15804691
chr3	186209821	186210320	30365	186207567	186212082
chr6	117706823	117707322	36351	117706347	117706999
chr1	236848035	236848941	4249	236848167	236848991
chr4	36323742	36324241	31075	36322834	36324743
chr9	130140756	130141255	42534	130140098	130141777
chr12	57069423	57069922	10161	57069373	57070913
chr10	60237057	60237556	5472	60234370	60238843
chr5	138370537	138371036	33778	138367994	138373186
chr20	19976944	19977443	25549	19968823	19987521
chr7	102415636	102416135	38571	102415118	102416680
chr4	8206024	8206523	30869	8203362	8213561
chr16	88534033	88534532	16762	88533387	88535223
chr18	46877147	46877646	19641	46876953	46877806
chr3	122023292	122023791	29466	122023218	122023428
chr2	54669754	54670253	22698	54668850	54671386
chr9	36551705	36552204	41382	36551749	36552460
chr3	43327098	43327597	28646	43325707	43328555
chr10	31754075	31754574	5184	31746877	31762001
chr1	51850425	51850924	1411	51849904	51850568
chr1	51850425	51850924	1412	51850771	51851504
chr2	98026918	98027417	23375	98026776	98027068
chr2	158912120	158912619	24212	158911234	158913143
chr10	93199084	93199583	6143	93197579	93200377
chr6	152095112	152095611	36905	152094787	152095239
chr2	105797305	105797804	23539	105795019	105802717
chr15	68031342	68031841	14591	68031208	68032108
chr8	143201503	143202002	40966	143200356	143203732
chr4	140807781	140808280	32069	140805536	140810562
chr18	62950630	62951129	19822	62950265	62951359
chr12	27225842	27226341	9644	27225757	27226685
chr1	66275483	66275982	1594	66269766	66278813
chr6	26531981	26532480	35213	26532047	26533642
chr6	156963788	156964287	36971	156963945	156964243
chr2	85712225	85712724	23249	85694072	85714724
chr1	60943119	60943618	1551	60942945	60943659
chr2	8303459	8303958	21993	8301893	8304644
chr12	123106953	123107452	11198	123106501	123107658
chr13	106498524	106499023	12217	106495575	106501572
chr4	15375653	15376152	30958	15374894	15377384
chr3	123522882	123523381	29520	123522440	123524607
chr11	59224596	59225095	7510	59221932	59225344
chr1	25743513	25744012	667	25742839	25744693
chr6	6717956	6718455	34746	6717854	6718911
chr13	51562168	51562667	11888	51561910	51562384
chr17	2791570	2792069	17018	2789849	2793071
chr8	21858291	21858790	39562	21857186	21859508
chr10	79048191	79048690	5872	79046610	79049141
chr14	65229597	65230096	12934	65229566	65230667
chr10	13658186	13658685	4774	13657186	13663763
chr11	16815046	16815545	7164	16814551	16816164
chr15	84616204	84616703	14956	84616037	84617067
chr20	9490576	9491075	25435	9490517	9490730
chr19	48424702	48425201	21601	48424507	48425629
chr7	107846275	107846774	38630	107844088	107847473
chr13	75365740	75366239	11950	75365644	75366291
chr3	10192015	10192514	28173	10182825	10197549
chr12	27001595	27002094	9638	27000644	27002369
chr2	96250854	96251353	23339	96249799	96252649
chr5	109742905	109743404	33503	109742099	109744282
chr12	57816693	57817192	10191	57816813	57817021
chr7	30412986	30413485	37811	30409663	30413932
chr17	35548152	35548651	17777	35548013	35549003
chr16	56918041	56918540	16143	56908433	56919186
chr12	14989703	14990202	9425	14989294	14990687
chr1	183626137	183626636	3245	183625589	183626175
chr1	183626137	183626636	3246	183626377	183627090
chr5	139661030	139661529	33837	139659959	139662119
chrX	153714077	153714576	43964	153713469	153714199
chrX	153714077	153714576	43965	153714432	153715884
chr14	81459406	81459905	13345	81458632	81460488
chr17	77429291	77429790	18902	77427026	77430839
chr1	185680423	185680922	3304	185679119	185681025
chr20	4037937	4038436	25338	4037702	4038789
chr9	121550391	121550890	42232	121550753	121550978
chr19	1027958	1028457	20047	1027005	1028994
chr10	132575211	132575710	6778	132574986	132575404
chr10	132575211	132575710	6779	132575610	132576265
chr7	4809065	4809564	37401	4808598	4809816
chr15	94550454	94550953	15172	94547037	94551517
chr6	2952651	2953150	34608	2949429	2953647
chr2	48106486	48106985	22651	48105763	48106670
chr2	96245625	96246124	23338	96245214	96247546
chr3	33048418	33048917	28502	33047210	33057288
chr12	63918055	63918554	10224	63915550	63919406
chr3	183380204	183380703	30256	183374693	183382572
chr1	22750225	22750724	560	22749434	22751698
chr8	141279749	141280248	40942	141277959	141280735
chr1	27436459	27436958	766	27415305	27441349
chr11	114135591	114136090	8599	114135157	114136533
chr7	130433215	130433714	38888	130433422	130434048
chr12	1804454	1804953	9046	1804690	1805279
chr5	33300114	33300613	32590	33299261	33300977
chr22	38967729	38968228	27717	38967114	38967802
chr22	38967729	38968228	27718	38968069	38968659
chr10	6401715	6402214	4616	6395474	6402840
chr5	55923446	55923945	32877	55923088	55924203
chr3	69748376	69748875	29173	69746950	69748795
chr7	139095215	139095714	38984	139095463	139095778
chr16	81746145	81746644	16579	81745425	81746895
chr6	5096367	5096866	34695	5094777	5097395
chr12	70080571	70081070	10332	70080118	70080628
chr12	70080571	70081070	10333	70080843	70081915
chr1	93703983	93704482	1805	93701786	93706942
chr4	85734282	85734781	31590	85720361	85739608
chr4	15451045	15451544	30963	15450942	15451173
chr9	114592322	114592821	42131	114590817	114592991
chr12	26226466	26226965	9537	26225660	26227807
chr4	25146341	25146840	31017	25145995	25147176
chrX	135544350	135544849	43883	135544195	135544813
chr21	42118343	42119325	26999	42118153	42119573
chr17	42928608	42929107	17984	42928249	42929440
chr11	70315702	70316201	7994	70314110	70316786
chr12	69615938	69616437	10331	69616255	69616428
chr13	49540466	49540965	11818	49526198	49543180
chr11	57356159	57356658	7471	57355574	57358347
chr5	61270754	61271253	32965	61270609	61271205
chrX	8668777	8669276	42872	8668666	8668946
chrX	8668777	8669276	42873	8669147	8669489
chr1	178137142	178137641	3137	178136226	178139216
chr19	18700427	18700926	21000	18700073	18700502
chr19	18700427	18700926	21001	18700703	18701622
chr12	117119402	117119901	11034	117119345	117119911
chr5	54610482	54610981	32818	54610171	54612159
chr16	88958078	88958577	16789	88957260	88958223
chr16	88958078	88958577	16790	88958504	88959003
chr10	71804086	71804585	5691	71796990	71807623
chr15	52261783	52262282	14215	52261441	52262706
chr4	83370090	83370589	31543	83370136	83370839
chr4	184861029	184861528	32397	184859818	184861165
chr4	184861029	184861528	32398	184861377	184861684
chr5	98989653	98990152	33463	98988922	98990840
chr5	147805039	147805538	34003	147805360	147805789
chr3	196220588	196221087	30622	196218908	196221639
chr10	4175825	4176324	4527	4173443	4179116
chr18	9803842	9804341	19319	9802307	9805909
chr10	89129803	89130302	6040	89127339	89131142
chr12	11750200	11750699	9327	11743361	11754006
chr4	2497834	2498333	30758	2496302	2498842
chr3	32484431	32484930	28491	32483574	32486250
chr12	123278149	123278648	11207	123276445	123282162
chr13	95270478	95270977	12089	95266931	95276319
chr21	14684010	14684509	26563	14674203	14692448
chr1	93364477	93364976	1788	93362996	93364722
chr1	93364477	93364976	1789	93364973	93365652
chr5	78574616	78575115	33169	78563647	78579324
chr4	87983527	87984026	31691	87983612	87985790
chr17	20908438	20908937	17489	20907878	20909281
chr12	89468526	89469025	10453	89468048	89469798
chr11	77448948	77449447	8252	77448852	77449018
chr11	77448948	77449447	8253	77449394	77449630
chr10	3811343	3811842	4494	3810744	3812401
chr6	154302078	154302577	36939	154300867	154302896
chr10	45354159	45354658	5314	45352547	45354925
chr5	50874543	50875042	32792	50873400	50875529
chr5	40502677	40503176	32733	40502033	40504748
chr10	102678697	102679196	6395	102672474	102679588
chr13	106484641	106485140	12214	106484153	106487184
chr5	88836387	88836886	33306	88827276	88851501
chr12	89427483	89427982	10450	89427100	89428829
chr1	41891420	41891919	1223	41889843	41893713
chr1	61056763	61057262	1556	61056554	61057954
chr1	143748802	143749301	2294	120341858	149175684
chr1	143748802	143749301	2362	120913308	148460242
chr1	143748802	143749301	2371	143748667	143748927
chr1	143748802	143749301	2397	121020772	149713009
chr1	143748802	143749301	2400	121041598	149733657
chr12	10048480	10048979	9289	10048216	10049803
chr5	150058696	150059195	34070	150055064	150072274
chr19	14375093	14375592	20720	14374132	14376762
chr13	80276349	80276848	12051	80275657	80278154
chr3	188097755	188098254	30422	188097139	188098907
chr19	4563488	4563987	20297	4563552	4563871
chr2	74843846	74844345	23184	74842448	74852638
chr9	91903465	91903964	41758	91901854	91907050
chr15	22968286	22968785	13817	22974293	22942998
chr12	559843	560342	9001	559752	564694
chr1	207335708	207336207	3660	207335974	207336696
chr9	110188986	110189485	42012	110188158	110190429
chr11	122856646	122857145	8805	122856607	122856887
chr13	48222291	48222790	11744	48218856	48223943
chr4	102878330	102878829	31802	102878129	102879197
chr19	41233759	41234258	21291	41229523	41236596
chr18	32421900	32422399	19540	32418362	32423557
chr3	183878103	183878602	30285	183875640	183879376
chr5	154298017	154298516	34167	154296865	154300196
chr3	38149641	38150140	28561	38149263	38150229
chr20	1503554	1504053	25249	1503530	1503738
chr7	99312821	99313320	38462	99313137	99313358
chr8	23050032	23050531	39610	23049228	23051259
chr8	124261638	124262137	40580	124261170	124263695
chr11	104705762	104706261	8507	104705087	104706779
chr9	131696988	131697487	42593	131695037	131702673
chr3	191290236	191290735	30529	191289697	191291827
chr19	16435515	16436014	20817	16433389	16439597
chr13	20796708	20797207	11384	20796680	20798102
chr3	5194726	5195225	28119	5195069	5196486
chr12	94817993	94818492	10578	94815085	94821158
chr20	37008828	37009327	25947	37004778	37010236
chr17	27380116	27380615	17521	27379733	27381520
chr14	69711866	69712365	13063	69707623	69713777
chr15	63067225	63067724	14398	63065078	63069949
chr11	65150651	65151150	7770	65150130	65152661
chr1	217043041	217043540	3809	217042305	217043780
chr7	12552877	12553376	37541	12552473	12554104
chr9	92609103	92609602	41767	92607219	92610032
chr3	48750744	48751243	28813	48745607	48752859
chr3	105882516	105883015	29304	105882554	105882714
chr14	74962433	74962932	13154	74962780	74962976
chr14	99035278	99035777	13639	99034669	99038880
chr11	65403553	65404052	7781	65402036	65405422
chr11	111788140	111788639	8569	111788059	111788613
chr9	111000258	111000757	42030	110990068	111003750
chr18	12415717	12416216	19392	12415531	12415916
chrX	49308821	49309320	43385	49308505	49310195
chr11	93654929	93655428	8403	93654769	93655057
chr5	141463161	141463660	33887	141463113	141463344
chr5	141463161	141463660	33888	141463572	141463864
chr18	13269434	13269933	19409	13265829	13271218
chr12	15534271	15534770	9429	15533807	15535999
chr2	65164248	65164747	22918	65157949	65168021
chr19	56111495	56111994	21932	56111323	56112335
chr11	110479498	110479997	8559	110477199	110484109
chr22	41957545	41958044	27842	41957822	41958087
chr3	171768334	171768833	30112	171766832	171772265
chr10	24879784	24880283	5037	24876805	24885432
chr6	73597607	73598106	36017	73597155	73598929
chr7	98289543	98290042	38451	98285264	98290158
chr3	63933430	63933929	29104	63932479	63935300
chr13	75319190	75319689	11947	75315538	75320151
chr5	163916254	163916753	34272	163914431	163917883
chr11	132058327	132058826	8972	132055214	132060885
chr4	120049785	120050284	31892	120049647	120049944
chr2	64661578	64662077	22873	64659744	64663005
chr7	25117418	25117917	37673	25117316	25118477
chr5	150783561	150784060	34109	150784020	150784366
chr9	134374475	134374974	42673	134369411	134376326
chr16	30458675	30459174	15874	30458646	30459483
chr11	15484317	15484816	7149	15483962	15485338
chr5	34022035	34022534	32598	34020779	34022666
chr21	45131472	45131971	27146	45130500	45133773
chr1	32997961	32998460	963	32996422	32999593
chr16	85036526	85037025	16674	85036269	85037189
chr8	41961743	41962242	39923	41960566	41964118
chr1	66490711	66491210	1612	66489080	66492188
chr2	10400362	10400861	22049	10398434	10400560
chr2	10400362	10400861	22050	10400813	10401952
chr3	9180130	9180629	28134	9178633	9182054
chr2	224926956	224927455	24892	224921185	224929127
chr7	22586676	22587175	37626	22586590	22587530
chr8	96812970	96813469	40361	96811656	96813962
chr9	78097447	78097946	41573	78096640	78098610
chr1	153697691	153698593	2573	153697714	153698755
chr1	2044747	2045246	35	2044470	2045072
chr15	58477114	58477613	14315	58474660	58478578
chr11	48047636	48048487	7453	48039105	48053069
chr14	105199043	105199542	13791	105198976	105199207
chr10	70500944	70501443	5631	70483503	70517198
chr6	161375436	161375935	37074	161374917	161376057
chr2	239222294	239223262	25161	239220403	239224602
chr3	59873607	59874106	29085	59872694	59878608
chr9	131668830	131669720	42588	131664563	131681431
chr15	22991862	22992361	13816	22992759	22991446
chr2	127080918	127081417	23815	127063195	127101623
chr20	4064516	4065015	25340	4063470	4065153
chr15	66411134	66411633	14522	66409950	66414601
chr1	17635750	17636249	436	17633339	17637538
chr11	115931096	115931595	8613	115930615	115932382
chr5	14286522	14287021	32497	14284529	14288376
chr14	90608310	90609252	13461	90606542	90609707
chrX	23803772	23804271	43108	23801173	23806055
chr18	78240814	78241313	19966	78238487	78247607
chr14	63752760	63753259	12903	63752696	63753450
chr13	78022118	78022617	12037	78021901	78022292
chr17	34398900	34399399	17747	34397661	34399901
chr18	58531107	58531606	19767	58530866	58531526
chr13	21476930	21477429	11393	21476806	21477167
chr16	51544215	51544714	16067	51543083	51546521
chrX	20320705	20321204	43059	20318745	20324183
chr8	11885929	11886428	39409	11885178	11889535
chr1	185377230	185377729	3298	185373239	185378426
chr13	46400772	46401271	11693	46399853	46405918
chr14	49594663	49595162	12673	49594380	49594836
chr15	63610100	63610599	14425	63610139	63611181
chr2	108636263	108636762	23561	108633656	108642234
chr9	91197204	91197703	41743	91197583	91198247
chr3	129618920	129619419	29690	129614382	129620201
chr14	50071138	50071637	12697	50071044	50071662
chr2	109217418	109217917	23576	109213190	109219415
chr13	98543007	98543506	12130	98542271	98543780
chr12	32264980	32265479	9710	32264300	32266432
chr12	110253127	110253626	10866	110252758	110254366
chr6	154167104	154167603	36916	154160869	154170972
chr13	99382666	99383165	12164	99382300	99388334
chr4	87985530	87986029	31691	87983612	87985790
chr2	157415448	157415947	24202	157414076	157422265
chr6	235815	236314	34561	236094	236290
chr9	127277005	127277504	42365	127273505	127278834
chr4	119124102	119124601	31880	119123112	119128869
chr2	101773067	101773566	23478	101770445	101777461
chr13	50911948	50912447	11867	50911295	50912244
chr6	36853207	36853706	35619	36852689	36853399
chr6	36853207	36853706	35620	36853697	36853894
chr17	42023569	42024068	17923	42022424	42025616
chr4	77124516	77125015	31458	77123586	77125395
chr2	10821244	10821743	22056	10820710	10821920
chr12	89789839	89790338	10463	89788908	89791481
chr10	18627601	18628100	4895	18627650	18627885
chr10	73956528	73957027	5791	73955964	73960188
chr2	172393957	172394456	24321	172393803	172394624
chr15	51172060	51172559	14166	51169780	51173591
chr9	92614721	92615220	41768	92614253	92615914
chr20	9482106	9482605	25433	9481956	9482243
chr20	9482106	9482605	25434	9482458	9483051
chr13	28530964	28531463	11486	28530972	28533419
chr16	75478051	75478550	16475	75477529	75478120
chr16	75478051	75478550	16476	75478427	75478649
chr2	172284865	172285364	24319	172284157	172286243
chr5	180284073	180284572	34542	180283997	180284316
chr12	121686925	121687424	11149	121687270	121687585
chr10	12605578	12606077	4763	12605134	12606613
chr19	46967546	46968045	21533	46966689	46968651
chr10	48612573	48613072	5357	48610650	48614204
chr15	93236147	93236646	15167	93235334	93237026
chr3	45140348	45140847	28669	45139599	45140367
chr14	68397218	68397717	12993	68371891	68401140
chr1	26470236	26470735	705	26470586	26471070
chr13	48575050	48575549	11793	48560724	48580720
chr18	79825800	79826299	20013	79824983	79826508
chr16	12067799	12068298	15544	12067142	12067888
chr3	149095370	149095869	29890	149095287	149096139
chr10	51879154	51879653	5427	51878882	51880033
chr16	83786004	83786503	16613	83784754	83787673
chr1	243496044	243496543	4294	243492805	243497240
chr1	222767275	222767774	3868	222765914	222778804
chr4	4943902	4944401	30805	4943602	4944626
chr21	14685537	14686036	26563	14674203	14692448
chr13	99295864	99296721	12151	99292842	99302843
chr4	140258380	140258879	32049	140257930	140258980
chr10	48805907	48806406	5373	48797034	48806828
chr19	3818476	3818975	20250	3818587	3819440
chr1	12150372	12150871	243	12139238	12154302
chr1	92882799	92883298	1769	92882509	92884420
chr6	16406511	16407010	35045	16404074	16409022
chr8	143740370	143740869	40990	143740105	143740624
chr14	35365417	35365916	12638	35364822	35368518
chr21	40562552	40563051	26955	40562311	40563400
chr2	218252729	218253228	24795	218251714	218253982
chr2	197888949	197889448	24578	197888632	197890192
chrX	4909340	4909839	42855	4908778	4910492
chr11	7521481	7521980	6978	7519775	7523488
chr6	149266634	149267133	36841	149266063	149267971
chr12	108903630	108904129	10822	108902381	108912728
chr3	122880562	122881061	29508	122880708	122881519
chr8	37573389	37573888	39820	37572682	37575609
chr18	79057955	79058454	19976	79058030	79058597
chr14	69694840	69695339	13060	69691307	69699141
chr10	80486253	80486752	5936	80484723	80489861
chr16	79519433	79519932	16528	79519224	79520079
chr10	63515305	63515804	5550	63515286	63515749
chr7	30173070	30173569	37774	30172404	30173405
chrX	13473558	13474057	42968	13472153	13475158
chr11	4066934	4067433	6932	4066857	4067555
chr8	129972471	129972970	40694	129970498	129974656
chr3	196620095	196620594	30636	196619932	196621110
chr3	52123061	52123560	28930	52117390	52124655
chr3	194088440	194088939	30557	194088130	194089577
chr19	6087857	6088356	20343	6087082	6088838
chr13	33824358	33824857	11597	33824520	33825934
chr20	23622694	23623193	25626	23622956	23623483
chr1	36095732	36096231	1039	36092944	36096891
chr12	119153460	119153959	11046	119153871	119154039
chr11	121468003	121468502	8731	121457373	121470495
chr2	237923587	237924086	25139	237922564	237924421
chr1	226731404	226731903	3974	226731434	226731627
chr2	174038459	174038958	24345	174035783	174040415
chr19	6753603	6754102	20376	6753496	6753884
chr22	17483913	17484412	27230	17483014	17485795
chr17	42311472	42311971	17947	42310933	42313328
chr8	129984227	129984726	40697	129983533	129989556
chr10	90288537	90289036	6098	90287347	90289703
chr1	99728417	99728916	1833	99727885	99729279
chr2	25711895	25712394	22188	25711318	25713174
chr7	618405	618904	37235	617477	619432
chr2	231299285	231299784	25024	231299232	231299957
chr11	65522963	65523462	7796	65521808	65524086
chrX	13254358	13254857	42960	13247699	13257036
chr1	198655498	198655997	3370	198654960	198659290
chrX	129678151	129678650	43816	129677712	129679010
chr1	172827278	172827777	3081	172826205	172828169
chr19	3457601	3458100	20231	3455898	3467040
chr11	78313854	78314353	8275	78310558	78315100
chr10	94419982	94420481	6177	94419311	94420950
chr18	5455536	5456035	19241	5454658	5457931
chr19	18089023	18089522	20924	18087416	18092088
chr8	96559362	96559861	40352	96559141	96559816
chr4	184406922	184407421	32349	184405123	184408769
chr3	161081966	161082465	30072	161081795	161082086
chr19	41328766	41329265	21301	41321128	41330826
chr3	55604289	55604788	29034	55598873	55605418
chr2	113181091	113181590	23700	113180746	113182219
chr7	100384540	100385039	38501	100376275	100388501
chr7	93407182	93407681	38428	93407495	93407988
chr3	13045770	13046269	28259	13046143	13046411
chr9	129270828	129271327	42474	129270955	129271352
chr6	8080187	8080686	34835	8080017	8080246
chr4	8221459	8221958	30871	8214986	8231556
chr9	131591098	131591597	42576	131590283	131592527
chr2	231604566	231605065	25037	231604255	231605397
chr20	41480046	41480545	26040	41479741	41480278
chr3	183268319	183268818	30242	183258946	183276373
chr1	2189402	2189901	47	2189059	2190478
chr15	66901329	66901828	14546	66900827	66902098
chr15	75034535	75035034	14769	75034417	75034805
chr9	127153573	127154072	42358	127153123	127155818
chr1	203069375	203069874	3442	203068631	203070202
chr9	68979489	68979988	41444	68976175	68981638
chr11	7498142	7498641	6974	7495527	7498987
chr6	113564717	113565216	36300	113564253	113566005
chr15	48975620	48976119	14111	48975927	48976382
chr11	45021725	45022224	7363	45019915	45027846
chr12	108820574	108821073	10812	108816003	108830326
chr17	10119715	10120214	17326	10119261	10120614
chr10	3761129	3761628	4487	3759855	3762568
chr1	27858015	27858514	801	27857921	27866438
chrX	118632789	118633288	43738	118630145	118634719
chr10	89799891	89800390	6079	89799668	89800451
chr2	218870914	218871413	24840	218870544	218871006
chr2	218870914	218871413	24841	218871331	218871797
chr20	58313269	58313768	26446	58313346	58313575
chr4	86945029	86945528	31638	86944198	86948575
chr5	54590778	54591277	32816	54589780	54591803
chr3	48859180	48859679	28820	48858960	48859989
chr1	203524123	203525014	3469	203523022	203526312
chr1	9083244	9083743	155	9081670	9086212
chr16	9078913	9079412	15454	9077104	9078990
chr19	40908201	40908700	21281	40908333	40908760
chr1	226726829	226727328	3972	226726024	226728656
chr20	4160788	4161287	25346	4159736	4162396
chr2	216836617	216837116	24766	216834647	216838665
chr4	153934326	153934825	32162	153933331	153935487
chr12	70319561	70320060	10334	70318065	70321293
chr1	233276415	233276914	4133	233276349	233284927
chr6	39330029	39330528	35663	39330104	39331030
chr4	89296824	89297323	31731	89296403	89305515
chr5	87400272	87400771	33284	87399480	87400522
chr3	115280537	115281036	29379	115279248	115283612
chr20	23027740	23028239	25590	23027391	23027869
chr20	23027740	23028239	25591	23028205	23028444
chrX	16892714	16893213	43014	16892636	16892874
chr10	4127923	4128422	4524	4127312	4133226
chr3	152199399	152199898	29953	152195803	152202599
chr11	43009990	43010489	7340	43006976	43015754
chr14	65042557	65043056	12921	65042333	65043571
chr8	60381642	60382141	40106	60380803	60383379
chr11	44556527	44557026	7353	44556967	44557356
chr3	111337999	111338498	29338	111335982	111338143
chr2	109213720	109214219	23576	109213190	109219415
chr12	27220197	27220696	9643	27220176	27223237
chr20	24914876	24915375	25718	24914529	24915970
chr6	132748986	132749485	36491	132748710	132749070
chr16	53913855	53914354	16111	53913288	53914713
chr10	112836071	112836570	6513	112835963	112836148
chr13	48542693	48543192	11789	48541960	48543655
chr3	108062039	108062538	29323	108062420	108062730
chr15	60458647	60459146	14381	60458637	60459235
chr2	197198766	197199265	24546	197197924	197201185
chr12	124519289	124519788	11244	124517828	124520382
chr18	39365818	39366317	19589	39365696	39366910
chr3	127908122	127908621	29611	127907294	127912860
chr1	223153305	223153804	3880	223152834	223153479
chr11	102429169	102429668	8497	102428795	102430047
chr5	56105607	56106106	32907	56104085	56109306
chr2	130791569	130792068	23912	130791313	130791714
chr6	12903248	12903747	34931	12897819	12907126
chr3	186997565	186998064	30391	186954866	187021320
chr4	6939954	6940453	30833	6936077	6947195
chr19	49553909	49554408	21679	49550185	49563493
chr6	34415147	34415646	35525	34414067	34415454
chr10	101071262	101071761	6337	101070645	101071345
chr10	101071262	101071761	6338	101071665	101072755
chr4	6886049	6886548	30826	6885504	6888930
chr6	41278911	41279410	35690	41278283	41278991
chr8	27363675	27364174	39700	27363129	27364698
chr1	180160178	180160677	3180	180160523	180160914
chr5	54738044	54738543	32836	54737805	54738905
chr16	81823055	81823554	16587	81819966	81825219
chr12	53070929	53071428	10007	53070932	53073644
chr8	129548391	129548890	40689	129545933	129550370
chr7	47669401	47669900	38039	47669003	47671456
chr1	55231689	55232188	1465	55231968	55233079
chr6	146586903	146587402	36795	146585800	146587951
chr20	53869677	53870176	26364	53869591	53870066
chr18	77000399	77000898	19927	77000622	77004183
chr10	14942097	14942596	4869	14941970	14942159
chr4	16212076	16212575	30972	16211418	16212806
chr10	124733127	124733626	6688	124714820	124735128
chr3	128759361	128759860	29641	128758444	128760460
chr20	62728195	62728694	26493	62728115	62728915
chr2	129203222	129203721	23877	129200540	129206017
chr12	27229318	27229817	9645	27229246	27229482
chr11	57778586	57779085	7492	57773692	57780903
chr1	37487278	37487777	1073	37486434	37487602
chr1	58773316	58773815	1486	58773212	58774455
chr19	18660386	18660885	20996	18658189	18661369
chr12	120102526	120103025	11064	120100464	120107096
chr14	89293005	89293504	13392	89292915	89293628
chr2	203667798	203668297	24641	203667397	203668778
chr16	23504812	23505311	15701	23504134	23505506
chr4	39946161	39946660	31228	39945314	39947992
chr1	2255795	2256294	58	2250195	2262657
chr7	150683875	150684374	39173	150683370	150685425
chr3	156579260	156579759	30020	156578582	156579381
chr3	156579260	156579759	30021	156579625	156580193
chr17	39335618	39336117	17857	39334456	39337030
chr3	151322506	151323005	29931	151322426	151323392
chr3	63934373	63934872	29104	63932479	63935300
chr10	35372335	35372834	5250	35371576	35373069
chr6	5095144	5095643	34695	5094777	5097395
chr7	112889599	112890098	38733	112885436	112890519
chr5	138961385	138961884	33792	138959264	138965255
chr16	27287822	27288321	15755	27285527	27288460
chr16	55568855	55569354	16126	55568499	55568921
chr18	2958875	2959374	19177	2957721	2962392
chr18	59086815	59087314	19786	59084637	59089059
chr11	36411225	36411724	7303	36410670	36412276
chr6	5053031	5053530	34690	5053348	5053508
chr12	104740562	104741061	10716	104736462	104744035
chr14	23105886	23106385	12520	23105334	23106641
chr1	59570448	59570947	1534	59567804	59573185
chr2	131682217	131682716	23919	131681804	131683228
chr10	88835537	88836036	6004	88835168	88835697
chr10	88835537	88836036	6005	88835902	88836298
chr12	57837983	57838482	10194	57835254	57839465
chr20	31708115	31708614	25782	31707898	31709533
chr10	45460927	45461426	5325	45458887	45464014
chr3	30644650	30645149	28456	30638183	30668726
chr6	107848177	107848676	36197	107848476	107848635
chr11	94143702	94144656	8411	94143864	94144133
chr5	78534990	78535489	33167	78521601	78560618
chr6	90375700	90376199	36096	90375413	90376714
chr6	34958676	34959175	35544	34954315	34962504
chr17	59276932	59277431	18324	59276164	59279736
chr2	127136379	127136878	23819	127131910	127149544
chr14	35336661	35337160	12635	35335208	35344612
chr19	1215073	1215572	20072	1213231	1216278
chrX	13759012	13759511	42977	13758050	13767151
chr1	46582989	46583488	1347	46575909	46588589
chr2	113124162	113124661	23693	113123839	113125054
chr6	6659636	6660135	34736	6657761	6662650
chr13	113837616	113838115	12355	113836868	113837884
chr3	45064344	45064843	28663	45063580	45066401
chr7	77428780	77429279	38357	77427188	77428946
chr15	79004330	79004829	14875	79004055	79005192
chr18	58682342	58682841	19775	58682803	58683033
chr12	22709256	22709755	9468	22709592	22709756
chr9	107513393	107513892	41972	107513150	107514184
